start month,start day,start year,start hour,start minute,ampm,label
2,27,1997,4,1,AM,Pisces
3,23,1997,5,26,AM,Aries
4,16,1997,9,42,AM,Taurus
5,10,1997,5,20,PM,Gemini
6,4,1997,4,18,AM,Cancer
6,28,1997,6,38,PM,Leo
7,23,1997,1,16,PM,Virgo
8,17,1997,2,31,PM,Libra
9,12,1997,2,17,AM,Scorpio
10,8,1997,8,25,AM,Sagittarius
11,5,1997,8,50,AM,Capricorn
12,12,1997,4,39,AM,Aquarius
1,9,1998,9,3,PM,Capricorn
3,4,1998,4,14,PM,Aquarius
4,6,1998,5,38,AM,Pisces
5,3,1998,7,16,PM,Aries
5,29,1998,11,32,PM,Taurus
6,24,1998,12,27,PM,Gemini
7,19,1998,3,17,PM,Cancer
8,13,1998,9,19,AM,Leo
9,6,1998,7,24,PM,Virgo
9,30,1998,11,13,PM,Libra
10,24,1998,11,6,PM,Scorpio
11,17,1998,9,6,PM,Sagittarius
12,11,1998,6,33,PM,Capricorn
1,4,1999,4,25,PM,Aquarius
1,28,1999,4,17,PM,Pisces
2,21,1999,8,49,PM,Aries
3,18,1999,9,59,AM,Taurus
4,12,1999,1,17,PM,Gemini
5,8,1999,4,29,PM,Cancer
6,5,1999,9,25,PM,Leo
7,12,1999,3,18,PM,Virgo
8,15,1999,2,12,PM,Leo
10,7,1999,4,51,PM,Virgo
11,9,1999,2,19,AM,Libra
12,5,1999,10,41,PM,Scorpio
12,31,1999,4,54,AM,Sagittarius
1,24,2000,7,52,PM,Capricorn
2,18,2000,4,43,AM,Aquarius
3,13,2000,11,36,AM,Pisces
4,6,2000,6,37,PM,Aries
5,1,2000,2,49,AM,Taurus
5,25,2000,12,15,PM,Gemini
6,18,2000,10,15,PM,Cancer
7,13,2000,8,2,AM,Leo
8,6,2000,5,32,PM,Virgo
8,31,2000,3,35,AM,Libra
9,24,2000,3,26,PM,Scorpio
10,19,2000,6,18,AM,Sagittarius
11,13,2000,2,14,AM,Capricorn
12,8,2000,8,48,AM,Aquarius
1,3,2001,6,14,PM,Pisces
2,2,2001,7,14,PM,Aries
6,6,2001,10,25,AM,Taurus
7,5,2001,4,44,PM,Gemini
8,1,2001,12,18,PM,Cancer
8,27,2001,4,12,AM,Leo
9,21,2001,2,9,AM,Virgo
10,15,2001,11,42,AM,Libra
11,8,2001,1,28,PM,Scorpio
12,2,2001,11,11,AM,Sagittarius
12,26,2001,7,25,AM,Capricorn
1,19,2002,3,42,AM,Aquarius
2,12,2002,1,18,AM,Pisces
3,8,2002,1,42,AM,Aries
4,1,2002,6,39,AM,Taurus
4,25,2002,5,57,PM,Gemini
5,20,2002,1,27,PM,Cancer
6,14,2002,8,16,PM,Leo
7,10,2002,9,9,PM,Virgo
8,7,2002,9,9,AM,Libra
9,8,2002,3,4,AM,Scorpio
1,7,2003,1,7,PM,Sagittarius
2,4,2003,1,27,PM,Capricorn
3,2,2003,12,40,PM,Aquarius
3,27,2003,6,14,PM,Pisces
4,21,2003,4,18,PM,Aries
5,16,2003,10,58,AM,Taurus
6,10,2003,3,32,AM,Gemini
7,4,2003,5,38,PM,Cancer
7,29,2003,4,25,AM,Leo
8,22,2003,11,35,AM,Virgo
9,15,2003,3,58,PM,Libra
10,9,2003,6,56,PM,Scorpio
11,2,2003,9,42,PM,Sagittarius
11,27,2003,1,7,AM,Capricorn
12,21,2003,6,32,AM,Aquarius
1,14,2004,5,16,PM,Pisces
2,8,2004,4,20,PM,Aries
3,5,2004,6,12,PM,Taurus
4,3,2004,2,57,PM,Gemini
8,7,2004,11,2,AM,Cancer
9,6,2004,10,16,PM,Leo
10,3,2004,5,20,PM,Virgo
10,29,2004,12,39,AM,Libra
11,22,2004,1,31,PM,Scorpio
12,16,2004,5,10,PM,Sagittarius
1,9,2005,4,56,PM,Capricorn
2,2,2005,3,42,PM,Aquarius
2,26,2005,3,7,PM,Pisces
3,22,2005,4,25,PM,Aries
4,15,2005,8,37,PM,Taurus
5,10,2005,4,14,AM,Gemini
6,3,2005,3,18,PM,Cancer
6,28,2005,5,53,AM,Leo
7,23,2005,1,1,AM,Virgo
8,17,2005,3,5,AM,Libra
9,11,2005,4,14,PM,Scorpio
10,8,2005,1,0,AM,Sagittarius
11,5,2005,8,10,AM,Capricorn
12,15,2005,3,57,PM,Aquarius
1,1,2006,8,18,PM,Capricorn
3,5,2006,8,39,AM,Aquarius
4,6,2006,1,21,AM,Pisces
5,3,2006,10,24,AM,Aries
5,29,2006,12,41,PM,Taurus
6,24,2006,12,31,AM,Gemini
7,19,2006,2,41,AM,Cancer
8,12,2006,8,21,PM,Leo
9,6,2006,6,15,AM,Virgo
9,30,2006,10,2,AM,Libra
10,24,2006,9,57,AM,Scorpio
11,17,2006,8,2,AM,Sagittarius
12,11,2006,5,33,AM,Capricorn
1,4,2007,3,31,AM,Aquarius
1,28,2007,3,32,AM,Pisces
2,21,2007,8,21,AM,Aries
3,17,2007,10,0,PM,Taurus
4,12,2007,2,15,AM,Gemini
5,8,2007,7,28,AM,Cancer
6,5,2007,5,59,PM,Leo
7,14,2007,6,23,PM,Virgo
8,9,2007,1,10,AM,Leo
10,8,2007,6,53,AM,Virgo
11,8,2007,9,5,PM,Libra
12,5,2007,1,29,PM,Scorpio
12,30,2007,6,2,PM,Sagittarius
1,24,2008,8,6,AM,Capricorn
2,17,2008,4,22,PM,Aquarius
3,12,2008,10,51,PM,Pisces
4,6,2008,5,35,AM,Aries
4,30,2008,1,34,PM,Taurus
5,24,2008,10,52,PM,Gemini
6,18,2008,8,48,AM,Cancer
7,12,2008,6,39,PM,Leo
8,6,2008,4,20,AM,Virgo
8,30,2008,2,41,PM,Libra
9,24,2008,2,59,AM,Scorpio
10,18,2008,6,31,PM,Sagittarius
11,12,2008,3,25,PM,Capricorn
12,7,2008,11,36,PM,Aquarius
1,3,2009,12,35,PM,Pisces
2,3,2009,3,41,AM,Aries
4,11,2009,12,47,PM,Pisces
4,24,2009,7,18,AM,Aries
6,6,2009,9,7,AM,Taurus
7,5,2009,8,22,AM,Gemini
8,1,2009,1,28,AM,Cancer
8,26,2009,4,11,PM,Leo
9,20,2009,1,32,PM,Virgo
10,14,2009,10,46,PM,Libra
11,8,2009,12,23,AM,Scorpio
12,1,2009,10,3,PM,Sagittarius
12,25,2009,6,17,PM,Capricorn
1,18,2010,2,35,PM,Aquarius
2,11,2010,12,10,PM,Pisces
3,7,2010,12,33,PM,Aries
3,31,2010,6,35,PM,Taurus
4,25,2010,6,5,AM,Gemini
5,20,2010,2,5,AM,Cancer
6,14,2010,9,50,AM,Leo
7,10,2010,12,32,PM,Virgo
8,7,2010,4,47,AM,Libra
9,8,2010,4,44,PM,Scorpio
11,8,2010,3,6,AM,Libra
11,30,2010,12,33,AM,Scorpio
1,7,2011,12,30,PM,Sagittarius
2,4,2011,5,58,AM,Capricorn
3,2,2011,2,39,AM,Aquarius
3,27,2011,7,53,AM,Pisces
4,21,2011,5,6,AM,Aries
5,15,2011,11,12,PM,Taurus
6,9,2011,3,23,PM,Gemini
7,4,2011,5,17,AM,Cancer
7,28,2011,3,59,PM,Leo
8,21,2011,11,11,PM,Virgo
9,15,2011,3,40,AM,Libra
10,9,2011,6,50,AM,Scorpio
11,2,2011,9,51,AM,Sagittarius
11,26,2011,12,36,PM,Capricorn
12,20,2011,6,26,PM,Aquarius
1,14,2012,5,47,AM,Pisces
2,8,2012,6,1,AM,Aries
3,5,2012,10,25,AM,Taurus
4,3,2012,4,18,PM,Gemini
8,7,2012,2,43,PM,Cancer
9,6,2012,3,48,PM,Leo
10,3,2012,7,59,AM,Virgo
10,28,2012,2,4,PM,Libra
11,22,2012,1,20,AM,Scorpio
12,16,2012,4,38,AM,Sagittarius
1,9,2013,4,11,AM,Capricorn
2,2,2013,2,47,AM,Aquarius
2,26,2013,2,3,AM,Pisces
3,22,2013,4,15,AM,Aries
4,15,2013,8,25,AM,Taurus
5,9,2013,4,3,PM,Gemini
6,3,2013,3,13,AM,Cancer
6,27,2013,6,3,PM,Leo
7,22,2013,1,41,PM,Virgo
8,16,2013,4,37,PM,Libra
9,11,2013,7,16,AM,Scorpio
10,7,2013,6,54,PM,Sagittarius
11,5,2013,8,43,AM,Capricorn
3,5,2014,9,3,PM,Aquarius
4,5,2014,9,31,PM,Pisces
5,3,2014,2,21,AM,Aries
5,29,2014,2,45,AM,Taurus
6,23,2014,1,33,PM,Gemini
7,18,2014,3,6,PM,Cancer
8,12,2014,8,24,AM,Leo
9,5,2014,6,7,PM,Virgo
9,29,2014,9,52,PM,Libra
10,23,2014,9,52,PM,Scorpio
11,16,2014,7,3,PM,Sagittarius
12,10,2014,4,42,PM,Capricorn
1,3,2015,2,48,PM,Aquarius
1,27,2015,3,0,PM,Pisces
2,20,2015,8,5,PM,Aries
3,17,2015,11,15,AM,Taurus
3,20,2015,11,45,PM,Aries
4,11,2015,4,28,PM,Gemini
5,7,2015,11,52,PM,Cancer
6,5,2015,4,33,PM,Leo
7,18,2015,11,38,PM,Virgo
7,31,2015,4,27,PM,Leo
10,8,2015,6,29,PM,Virgo
11,8,2015,3,31,PM,Libra
12,5,2015,4,15,AM,Scorpio
12,30,2015,7,16,AM,Sagittarius
1,23,2016,8,31,PM,Capricorn
2,17,2016,4,17,AM,Aquarius
3,12,2016,10,24,AM,Pisces
4,5,2016,5,50,PM,Aries
4,30,2016,1,36,AM,Taurus
5,24,2016,10,44,AM,Gemini
6,17,2016,8,39,PM,Cancer
7,12,2016,6,34,AM,Leo
8,5,2016,4,27,PM,Virgo
8,30,2016,3,6,AM,Libra
9,23,2016,3,51,PM,Scorpio
10,18,2016,8,1,AM,Sagittarius
11,12,2016,4,54,AM,Capricorn
11,12,2016,2,39,PM,Sagittarius
12,7,2016,2,51,PM,Aquarius
1,3,2017,7,46,AM,Pisces
2,3,2017,3,51,PM,Aries
4,3,2017,1,25,AM,Pisces
4,28,2017,2,13,PM,Aries
6,6,2017,8,26,AM,Taurus
7,5,2017,1,11,AM,Gemini
7,31,2017,3,54,PM,Cancer
8,26,2017,5,30,AM,Leo
9,20,2017,2,15,AM,Virgo
10,14,2017,11,11,AM,Libra
11,7,2017,11,38,AM,Scorpio
12,1,2017,9,14,AM,Sagittarius
12,25,2017,5,26,AM,Capricorn
1,18,2018,1,43,AM,Aquarius
2,10,2018,11,19,PM,Pisces
3,6,2018,11,45,PM,Aries
4,24,2018,5,40,PM,Gemini
5,19,2018,2,10,PM,Cancer
6,13,2018,10,54,PM,Leo
7,10,2018,3,32,AM,Virgo
8,7,2018,12,27,AM,Libra
9,9,2018,10,25,AM,Scorpio
10,31,2018,8,42,PM,Libra
12,2,2018,5,2,PM,Scorpio
1,7,2019,11,18,AM,Sagittarius
2,3,2019,10,29,PM,Capricorn
3,1,2019,4,45,PM,Aquarius
3,26,2019,8,43,PM,Pisces
4,20,2019,5,10,PM,Aries
5,15,2019,10,46,AM,Taurus
6,9,2019,2,37,AM,Gemini
7,3,2019,4,18,PM,Cancer
7,28,2019,2,54,AM,Leo
8,21,2019,10,6,AM,Virgo
9,14,2019,2,43,PM,Libra
10,8,2019,6,6,PM,Scorpio
11,1,2019,9,25,PM,Sagittarius
11,26,2019,12,28,AM,Capricorn
12,20,2019,6,41,AM,Aquarius
