start month,start day,start year,start hour,start minute,ampm,label
1,20,2015,4,43,AM,Aquarius
2,18,2015,6,50,PM,Pisces

3,20,2015,6,45,PM,Aries
4,20,2015,5,42,AM,Taurus
5,21,2015,4,45,AM,Gemini
6,21,2015,12,38,PM,Cancer
7,22,2015,11,30,PM,Leo
8,23,2015,6,37,AM,Virgo
9,23,2015,4,20,AM,Libra
10,23,2015,1,47,PM,Scorpio

11,22,2015,10,25,AM,Sagittarius
12,21,2015,11,48,PM,Capricorn
1,20,2016,10,27,AM,Aquarius
2,19,2016,12,34,AM,Pisces

3,20,2016,12,30,AM,Aries
4,19,2016,11,29,AM,Taurus
5,20,2016,10,36,AM,Gemini
6,20,2016,6,34,PM,Cancer
7,22,2016,5,30,AM,Leo
8,22,2016,12,38,PM,Virgo
9,22,2016,10,21,AM,Libra
10,22,2016,7,45,PM,Scorpio

11,21,2016,4,22,PM,Sagittarius
12,21,2016,5,44,AM,Capricorn
1,19,2017,4,24,PM,Aquarius
2,18,2017,6,31,AM,Pisces

3,20,2017,6,29,AM,Aries
4,19,2017,5,27,PM,Taurus
5,20,2017,4,31,PM,Gemini
6,21,2017,12,24,AM,Cancer
7,22,2017,11,15,AM,Leo
8,22,2017,6,20,PM,Virgo
9,22,2017,4,02,PM,Libra
10,23,2017,1,27,AM,Scorpio

11,21,2017,10,05,PM,Sagittarius
12,21,2017,11,28,AM,Capricorn
1,19,2018,10,09,PM,Aquarius
2,18,2018,12,18,PM,Pisces

3,20,2018,12,15,PM,Aries
4,19,2018,11,12,PM,Taurus
5,20,2018,10,15,PM,Gemini
6,21,2018,6,07,AM,Cancer
7,22,2018,5,00,PM,Leo
8,23,2018,12,08,AM,Virgo
9,22,2018,9,54,PM,Libra
10,23,2018,7,22,AM,Scorpio

11,22,2018,4,01,AM,Sagittarius
12,21,2018,5,23,PM,Capricorn
1,20,2019,3,59,AM,Aquarius
2,18,2019,6,04,PM,Pisces

3,20,2019,5,58,PM,Aries
4,20,2019,4,55,AM,Taurus
5,21,2019,3,59,AM,Gemini
6,21,2019,11,54,AM,Cancer
7,22,2019,10,50,PM,Leo
8,23,2019,6,02,AM,Virgo
9,23,2019,3,50,AM,Libra
10,23,2019,1,20,PM,Scorpio

11,22,2019,9,59,AM,Sagittarius
12,21,2019,11,19,PM,Capricorn
1,20,2020,9,55,AM,Aquarius
2,18,2020,11,57,PM,Pisces

3,19,2020,11,49,PM,Aries
4,19,2020,10,45,AM,Taurus
5,20,2020,9,49,AM,Gemini
6,20,2020,5,44,PM,Cancer
7,22,2020,4,37,AM,Leo
8,22,2020,11,45,AM,Virgo
9,22,2020,9,30,AM,Libra
10,22,2020,6,59,PM,Scorpio

11,21,2020,3,40,PM,Sagittarius
12,21,2020,5,02,AM,Capricorn
